"Name","Source","AC","HP","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","CR"
"Giant Fire Beetle","MM","13 (natural armor)","4 (1d6 + 1)","8","10","12","1","7","3","0 (10 XP)"
"Giant Flying Spider","WDMM","14 (natural armor)","26 (4d10 + 4)","14","16","12","2","11","4","1 (200 XP)"
"Giant Four-Armed Gargoyle","ToA","17 (natural armor)","147 (14d10 + 70)","19","11","20","6","11","9","10 (5,900 XP)"
"Giant Frog","MM","11","18 (4d8)","12","13","11","2","10","3","1/4 (50 XP)"
"Giant Goat","MM","11 (natural armor)","19 (3d10 + 3)","17","11","12","3","12","6","1/2 (100 XP)"
"Giant Goose","BGG","13","60 (8d10 + 16)","14","16","15","6","14","11","3 (700 XP)"
"Giant Hyena","MM","12","45 (6d10 + 12)","16","14","14","2","12","7","1 (200 XP)"
"Giant Ice Toad","TftYP","14 (natural armor)","52 (7d10 + 14)","16","13","14","8","10","6","3 (700 XP)"
"Giant Lightning Eel","TftYP","13","42 (5d10 + 15)","11","17","16","2","12","3","3 (700 XP)"
"Giant Lizard","MM","12 (natural armor)","19 (3d10 + 3)","15","12","13","2","10","5","1/4 (50 XP)"
"Giant Lynx","BGG","14","22 (4d8 + 4)","14","18","13","12","14","10","1/2 (100 XP)"
"Giant Mutated Drow","WDMM","14 (natural armor)","200 (16d12 + 96)","27","10","22","12","16","16","9 (5,000 XP)"
"Giant Octopus","MM","11","52 (8d10 + 8)","17","13","13","4","10","4","1 (200 XP)"
"Giant Owl","MM","12","19 (3d10 + 3)","13","15","12","8","13","10","1/4 (50 XP)"
"Giant Ox","BGG","12 (natural armor)","105 (10d12 + 40)","22","10","19","4","11","9","3 (700 XP)"
"Giant Poisonous Snake","MM","14","11 (2d8 + 2)","10","18","13","2","10","3","1/4 (50 XP)"
"Giant Ram","BGG","13 (natural armor)","28 (3d10 + 12)","19","12","18","3","14","10","1 (200 XP)"
"Giant Rat","MM","12","7 (2d6)","7","15","11","2","10","4","1/8 (25 XP)"
"Giant Raven","SKT","10","22 (3d10 + 6)","15","10","15","6","12","7","1 (200 XP)"
"Giant Riding Lizard","OotA","12 (natural armor)","19 (3d10 + 3)","15","12","13","2","10","5","1/4 (50 XP)"
"Giant Rocktopus","OotA","11","52 (8d10 + 8)","17","13","13","4","10","4","1 (200 XP)"
"Giant Scorpion","MM","15 (natural armor)","52 (7d10 + 14)","15","13","15","1","9","3","3 (700 XP)"
"Giant Sea Eel","GoS","14 (natural armor)","19 (3d10 + 3)","11","14","12","7","10","7","1/2 (100 XP)"
"Giant Sea Horse","MM","13 (natural armor)","16 (3d10)","12","15","11","2","12","5","1/2 (100 XP)"
"Giant Shark","MM","13 (natural armor)","126 (11d12 + 55)","23","11","21","1","10","5","5 (1,800 XP)"
"Giant Shark Skeleton","SDW","13 (natural armor)","126 (11d12 + 55)","23","11","21","1","10","5","5 (1,800 XP)"
"Giant Skeleton","TftYP","17 (natural armor)","115 (10d12 + 50)","21","10","20","4","6","6","7 (2,900 XP)"
"Giant Snail","WBtW","11 (natural armor)","22 (4d10)","15","3","11","3","10","3","1/4 (50 XP)"
"Giant Snapping Turtle","ToA","17 (natural armor), 12 while prone","75 (10d10 + 20)","19","10","14","2","12","5","3 (700 XP)"
"Giant Space Hamster","BAM","11","22 (4d10)","14","12","10","2","12","4","1/4 (50 XP)"
"Giant Spider","MM","14 (natural armor)","26 (4d10 + 4)","14","16","12","2","11","4","1 (200 XP)"
"Giant Strider","MPMM","14 (natural armor)","22 (3d10 + 6)","18","13","14","4","12","6","1 (200 XP)"
"Giant Subterranean Lizard","TftYP","14 (natural armor)","66 (7d12 + 21)","21","9","17","2","10","7","4 (1,100 XP)"
"Giant Swan","WBtW","13","26 (4d10 + 4)","16","17","13","8","14","10","1 (200 XP)"
"Giant Tick","BGG","14 (natural armor)","52 (7d8 + 21)","16","10","16","2","10","2","2 (450 XP)"
"Giant Toad","MM","11","39 (6d10 + 6)","15","13","13","2","10","3","1 (200 XP)"
"Giant Vulture","MM","10","22 (3d10 + 6)","15","10","15","6","12","7","1 (200 XP)"
"Giant Walrus","IDRotF","9","85 (9d12 + 27)","22","9","16","3","11","4","4 (1,100 XP)"
"Giant Wasp","MM","12","13 (3d8)","10","14","10","1","10","3","1/2 (100 XP)"
"Giant Weasel","MM","13","9 (2d8)","11","16","10","4","12","5","1/8 (25 XP)"
"Giant White Moray Eel","GoS","12","60 (8d12 + 8)","19","14","12","1","10","3","2 (450 XP)"
"Giant Wolf Spider","MM","13","11 (2d8 + 2)","12","16","13","3","12","4","1/4 (50 XP)"
"Gibbering Mouther","MM","9","67 (9d8 + 27)","10","8","16","3","10","6","2 (450 XP)"
"Giff","MPMM","16 (breastplate)","60 (8d8 + 24)","18","14","17","11","12","12","3 (700 XP)"
"Giff Shipmate","BAM","12","75 (10d8 + 30)","18","14","17","11","12","12","3 (700 XP)"
"Giff Shock Trooper","BAM","18 (plate)","93 (11d8 + 44)","20","14","18","11","12","13","6 (2,300 XP)"
"Giff Warlord","BAM","17 (half plate)","178 (21d8 + 84)","22","15","18","14","14","18","10 (5,900 XP)"
"Gigant","BGG","17 (natural armor)","325 (21d20 + 105)","24","14","21","3","14","11","20 (25,000 XP)"
"Gingwatzim","CM","12","39 (6d6 + 18)","3","15","16","4","11","6","2 (450 XP)"
"Girallon","MPMM","13","59 (7d10 + 21)","18","16","16","5","12","7","4 (1,100 XP)"
"Girallon Zombie","ToA","11 (natural armor)","59 (7d10 + 21)","18","12","16","3","7","5","3 (700 XP)"
"Githyanki Buccaneer","BAM","16 (breastplate)","58 (9d8 + 18)","16","14","14","16","13","13","3 (700 XP)"
"Githyanki Gish","MPMM","17 (half plate)","130 (20d8 + 40)","17","15","14","16","15","16","10 (5,900 XP)"
"Githyanki Kith'rak","MPMM","18 (plate)","180 (24d8 + 72)","18","16","17","16","15","17","12 (8,400 XP)"
"Githyanki Knight","MM","18 (plate armor)","91 (14d8 + 28)","16","14","15","14","14","15","8 (3,900 XP)"
"Githyanki Star Seer","BAM","13 (mage armor)","110 (17d8 + 34)","11","11","14","19","16","14","7 (2,900 XP)"
"Githyanki Supreme Commander","MPMM","18 (plate)","187 (22d8 + 88)","19","17","18","16","16","18","14 (11,500 XP)"
"Githyanki Warrior","MM","17 (half plate armor)","49 (9d8 + 9)","15","14","12","13","13","10","3 (700 XP)"
"Githyanki Xenomancer","BAM","14","157 (21d8 + 63)","14","18","17","15","18","13","9 (5,000 XP)"
"Githzerai Anarch","MPMM","20 (psychic defense)","144 (17d8 + 68)","16","21","18","18","20","14","16 (15,000 XP) or 17 (18,000 XP) when encountered in lair"
"Githzerai Enlightened","MPMM","18 (psychic defense)","112 (15d8 + 45)","14","19","16","17","19","13","10 (5,900 XP)"
"Githzerai Monk","MM","14","38 (7d8 + 7)","12","15","12","13","14","10","2 (450 XP)"
"Githzerai Zerth","MM","17","84 (13d8 + 26)","13","18","15","16","17","12","6 (2,300 XP)"
"Glabrezu","MM","17 (natural armor)","157 (15d10 + 75)","20","15","21","19","17","16","9 (5,000 XP)"
"Gladiator","MM","16 (studded leather, shield)","112 (15d8 + 45)","18","15","16","10","12","15","5 (1,800 XP)"
"Glass Pegasus","WBtW","15 while animated and 13 otherwise","59 (7d10 + 21)","18","15","16","10","15","13","2 (450 XP)"
"Glasswork Golem","WBtW","13 (natural armor)","36 (8d8)","13","10","10","1","10","1","2 (450 XP)"
"Gloamwing","GGR","16 (natural armor)","136 (16d10 + 48)","20","16","17","2","11","6","8 (3,900 XP)"
"Gnoll","MM","15 (hide armor, shield)","22 (5d8)","14","12","11","6","10","7","1/2 (100 XP)"
"Gnoll Fang of Yeenoghu","MM","14 (hide armor)","65 (10d8 + 20)","17","15","15","10","11","13","4 (1,100 XP)"
"Gnoll Flesh Gnawer","MPMM","14 (studded leather)","22 (4d8 + 4)","12","14","12","8","10","8","1 (200 XP)"
"Gnoll Hunter","MPMM","13 (leather armor)","22 (4d8 + 4)","14","14","12","8","12","8","1/2 (100 XP)"
"Gnoll Pack Lord","MM","15 (chain shirt)","49 (9d8 + 9)","16","14","13","8","11","9","2 (450 XP)"
"Gnoll Vampire","IDRotF","17 (natural armor)","93 (11d8 + 44)","20","18","18","6","12","9","8 (3,900 XP)"
"Gnoll Witherling","MPMM","12 (natural armor)","11 (2d8 + 2)","14","8","12","5","5","5","1/4 (50 XP)"
"Gnome Ceremorph","IDRotF","16 (breastplate)","58 (13d6 + 13)","6","14","12","19","17","17","5 (1,800 XP)"
"Gnome Squidling","IDRotF","8","10 (3d6)","4","7","10","4","10","3","1/2 (100 XP)"
"Goat","MM","10","4 (1d8)","12","10","11","2","10","5","0 (10 XP)"
"Goblin","MM","15 (leather armor, shield)","7 (2d6)","8","14","10","10","8","8","1/4 (50 XP)"
"Goblin Boss","MM","17 (chain shirt, shield)","21 (6d6)","10","14","10","10","8","10","1 (200 XP)"
"Goblin Commoner","TftYP","10","3 (1d6)","8","10","10","10","10","10","0 (10 XP)"
"Goblin Gang Member","KKW","14 (leather armor)","10 (3d6)","8","16","10","10","10","8","1/4 (50 XP)"
"Gold Dragon Wyrmling","MM","17 (natural armor)","60 (8d8 + 24)","19","14","17","14","11","16","3 (700 XP)"
"Gold Greatwyrm","FTD","22 (natural armor)","565 (29d20 + 261)","30","16","29","21","22","30","28 (120,000 XP, or 240,000 XP as a mythic encounter)"
"Gold-Forged Sentinel","MOT","16 (natural armor)","76 (8d10 + 32)","18","13","19","3","16","10","5 (1,800 XP)"
"Golden Stag","HotDQ","10","13 (2d10 + 2)","16","10","12","2","10","6","1/4 (50 XP)"
"Golgari Shaman","GGR","14 (hide armor)","88 (16d8 + 16)","11","15","12","12","17","16","5 (1,800 XP)"
"Goliath Giant-Kin","BGG","18 (half plate, shield)","67 (9d8 + 27)","18","13","16","10","12","12","3 (700 XP)"
"Goliath Warrior","IDRotF","12 (hide armor)","67 (9d8 + 27)","18","11","16","10","15","10","3 (700 XP)"
"Goliath Werebear","IDRotF","10 in humanoid form, 12 (natural armor) in bear or hybrid form","161 (19d8 + 76)","20","10","18","10","15","10","8 (3,900 XP)"
"Gorgon","MM","19 (natural armor)","114 (12d10 + 48)","20","11","18","2","12","7","5 (1,800 XP)"
"Goristro","MM","19 (natural armor)","310 (23d12 + 161)","25","11","25","6","13","14","17 (18,000 XP)"
"Gorzil's Gang Troglodyte","WDMM","14 (breastplate)","13 (2d8 + 4)","14","10","14","6","10","6","1/4 (50 XP)"
"Gray Ooze","MM","8","22 (3d8 + 9)","12","6","16","1","6","2","1/2 (100 XP)"
"Gray Render","MPMM","19 (natural armor)","189 (18d10 + 90)","19","13","20","3","6","8","12 (8,400 XP)"
"Gray Scavver","BAM","12 (natural armor)","19 (3d8 + 6)","16","13","15","1","10","1","1/4 (50 XP)"
"Gray Slaad","MM","18 (natural armor)","127 (17d8 + 51)","17","17","16","13","8","14","9 (5,000 XP)"
"Graz'zt","MPMM","20 (natural armor)","346 (33d10 + 165)","22","15","21","23","21","26","24 (62,000 XP)"
"Greater Death Dragon","DSotDQ","16 (natural armor)","230 (20d12 + 100)","23","10","20","11","14","10","14 (11,500 XP)"
"Greater Star Spawn Emissary","VRGR","15 (natural armor)","290 (20d12 + 160)","24","13","26","27","22","25","21 (33,000 XP)"
"Greater Zombie","TftYP","15 (natural armor)","97 (13d8 + 39)","18","10","17","4","6","6","5 (1,800 XP)"
"Green Abishai","MPMM","18 (natural armor)","195 (26d8 + 78)","12","17","16","17","12","19","15 (13,000 XP)"
"Green Dragon Wyrmling","MM","17 (natural armor)","38 (7d8 + 7)","15","12","13","14","11","13","2 (450 XP)"
"Green Greatwyrm","FTD","22 (natural armor)","533 (26d20 + 260)","30","14","30","21","20","26","27 (105,000 XP, or 210,000 XP as a mythic encounter)"
"Green Hag","MM","17 (natural armor)","82 (11d8 + 33)","18","12","16","13","14","14","3 (700 XP) or 5 (1,800 XP) when part of a coven"
"Green Slaad","MM","16 (natural armor)","127 (15d10 + 45)","18","15","16","11","8","12","8 (3,900 XP)"
"Grell","MM","12","55 (10d8 + 10)","15","14","13","12","11","9","3 (700 XP)"
"Gremishka","VRGR","12","10 (4d4)","6","14","10","12","11","4","1/8 (25 XP)"
"Grick","MM","14 (natural armor)","27 (6d8)","14","14","11","3","14","5","2 (450 XP)"
"Grick Alpha","MM","18 (natural armor)","75 (10d10 + 20)","18","16","15","4","14","9","7 (2,900 XP)"
"Griffon","MM","12","59 (7d10 + 21)","18","15","16","2","13","8","2 (450 XP)"
"Griffon Cavalry Rider","WDH","17 (half plate armor)","58 (9d8 + 18)","14","15","14","10","12","10","2 (450 XP)"
"Grimlock","MM","11","11 (2d8 + 2)","16","12","12","9","8","6","1/4 (50 XP)"
"Grinning Cat","BGG","12","45 (7d10 + 7)","14","15","13","15","14","16","1 (200 XP)"
"Grippli Warrior","CM","12","13 (3d6 + 3)","10","15","12","10","14","10","1/4 (50 XP)"
"Groff","SCC","13 (natural armor)","68 (8d10 + 24)","20","10","17","4","13","7","4 (1,100 XP)"
"Grung","MPMM","12","11 (2d6 + 4)","7","14","15","10","11","10","1/4 (50 XP)"
"Grung Elite Warrior","MPMM","13","49 (9d6 + 18)","7","16","15","10","11","12","2 (450 XP)"
"Grung Wildling","MPMM","16 (natural armor)","27 (5d6 + 10)","7","16","15","10","15","11","1 (200 XP)"
"Guard","MM","16 (chain shirt, shield)","11 (2d8 + 2)","13","12","12","10","11","10","1/8 (25 XP)"
"Guard Drake","MPMM","14 (natural armor)","52 (7d8 + 21)","16","11","16","4","10","7","2 (450 XP)"
"Guardian Giant","GGR","19 (half plate armor, shield)","137 (11d12 + 66)","24","17","22","10","18","12","8 (3,900 XP)"
"Guardian Naga","MM","18 (natural armor)","127 (15d10 + 45)","19","18","16","16","19","18","10 (5,900 XP)"
"Guardian Portrait","CoS","5 (natural armor)","22 (5d8)","1","1","10","14","10","10","1 (200 XP)"
"Gynosphinx","MM","17 (natural armor)","136 (16d10 + 48)","18","15","16","18","18","18","11 (7,200 XP)"
"Hadozee Explorer","BAM","15 (studded leather)","49 (9d8 + 9)","11","17","13","13","17","14","2 (450 XP)"
"Hadozee Shipmate","BAM","12","9 (2d8)","11","14","11","10","14","12","1/8 (25 XP)"
"Hadozee Warrior","BAM","16 (breastplate)","16 (3d8 + 3)","11","16","13","10","13","12","1/2 (100 XP)"
"Hadrosaurus","MPMM","11 (natural armor)","19 (3d10 + 3)","15","10","13","2","10","5","1/4 (50 XP)"
"Hag of the Fetid Gaze","CM","17 (natural armor)","82 (11d8 + 33)","18","12","16","13","14","14","3 (700 XP) or 5 (1,800 XP) when part of a coven"
"Haint","JttRC","12","75 (10d8 + 30)","7","15","17","10","13","17","7 (2,900 XP)"
"Halaster Horror","WDMM","20 (plate armor, shield)","60 (8d8 + 24)","18","13","16","10","10","10","4 (1,100 XP)"
"Half-Blue Dragon Gladiator","RoT","16 (studded leather, shield)","112 (15d8 + 45)","18","15","16","10","12","15","5 (1,800 XP)"
"Half-Green Dragon Assassin","RoT","15 (studded leather)","78 (12d8 + 24)","11","16","14","13","11","10","8 (3,900 XP)"
"Half-Ogre (Ogrillon)","MM","12 (hide armor)","30 (4d10 + 8)","17","10","14","7","9","10","1 (200 XP)"
"Half-Red Dragon Gladiator","RoT","16 (studded leather, shield)","112 (15d8 + 45)","18","15","16","10","12","15","5 (1,800 XP)"
"Half-Red Dragon Veteran","MM","18 (plate armor)","65 (10d8 + 20)","16","13","14","10","11","10","5 (1,800 XP)"
"Hare","IDRotF","13","1 (1d4 - 1)","1","17","9","2","11","4","0 (10 XP)"
"Harengon Brigand","WBtW","14 (leather armor)","9 (2d8)","14","17","11","10","11","10","1/8 (25 XP)"
"Harengon Sniper","WBtW","14 (leather armor)","9 (2d8)","10","17","11","10","13","10","1/4 (50 XP)"
"Harpy","MM","11","38 (7d8 + 7)","12","13","12","7","10","13","1 (200 XP)"
"Harpy Matriarch","GoS","14 (natural armor)","88 (16d8 + 16)","13","16","12","9","10","16","5 (1,800 XP)"
"Hashalaq Quori","ERLW","17 (natural armor)","99 (18d8 + 18)","12","14","13","18","16","18","9 (5,000 XP)"
"Hawk","MM","13","1 (1d4 - 1)","5","16","8","2","14","6","0 (10 XP)"
"Headless Iron Golem","IDRotF","20 (natural armor)","150 (10d10 + 50)","24","9","20","3","11","1","10 (5,900 XP)"
"Hell Hound","MM","15 (natural armor)","45 (7d8 + 14)","17","12","14","6","13","6","3 (700 XP)"
"Hellfire Engine","MPMM","18 (natural armor)","216 (16d12 + 112)","20","16","24","2","10","1","16 (15,000 XP)"
"Hellwasp","BGDIA","19 (natural armor)","52 (8d10 + 8)","18","15","12","10","10","7","5 (1,800 XP)"
"Hellwasp Grub","BGDIA","13 (natural armor)","4 (1d6 + 1)","5","14","12","1","7","3","1/4 (50 XP)"
"Helmed Horror","MM","20 (plate armor, shield)","60 (8d8 + 24)","18","13","16","10","10","10","4 (1,100 XP)"
"Hezrou","MM","16 (natural armor)","136 (13d10 + 65)","19","17","20","5","12","13","8 (3,900 XP)"
"Hill Giant","MM","13 (natural armor)","105 (10d12 + 40)","21","8","19","5","9","6","5 (1,800 XP)"
"Hill Giant Avalancher","BGG","15 (natural armor)","220 (21d12 + 84)","21","8","19","9","18","10","12 (8,400 XP)"
"Hill Giant Sergeant","TftYP","16 (chain mail)","115 (10d12 + 40)","21","8","19","5","9","6","5 (1,800 XP)"
"Hill Giant Servant","TftYP","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Hill Giant Subchief","TftYP","17 (natural armor)","126 (11d12 + 55)","23","15","20","10","12","9","7 (2,900 XP)"
"Hippocamp","MOT","13 (natural armor)","22 (4d10)","14","15","11","5","10","6","1/2 (100 XP)"
"Hippogriff","MM","11","19 (3d10 + 3)","17","13","13","2","12","8","1 (200 XP)"
"Hoard Mimic","FTD","14 (natural armor)","123 (13d12 + 39)","21","12","17","10","16","10","8 (3,900 XP)"
"Hoard Scarab","FTD","14 (natural armor)","7 (3d4)","4","16","11","3","8","6","1/8 (25 XP)"
"Hobgoblin","MM","18 (chain mail, shield)","11 (2d8 + 2)","13","12","12","10","10","9","1/2 (100 XP)"
"Hobgoblin Captain","MM","17 (half plate armor)","39 (6d8 + 12)","15","14","14","12","10","13","3 (700 XP)"
"Hobgoblin Devastator","MPMM","13 (studded leather)","45 (7d8 + 14)","13","12","14","16","13","11","4 (1,100 XP)"
"Hobgoblin Iron Shadow","MPMM","15 (Unarmored Defense)","32 (5d8 + 10)","14","16","15","14","15","11","2 (450 XP)"
"Hobgoblin Warlord","MM","20 (plate armor, shield)","97 (13d8 + 39)","16","14","16","14","11","15","6 (2,300 XP)"
"Hollow Dragon","FTD","19 (natural armor)","241 (21d12 + 105)","23","12","21","16","13","21","18 (20,000 XP)"
"Hollyphant","BGDIA","18 (natural armor)","36 (8d6 + 8)","10","11","12","16","19","16","5 (1,800 XP)"
"Homunculus","MM","13 (natural armor)","5 (2d4)","4","15","11","10","10","7","0 (10 XP)"
"Hook Horror","MM","15 (natural armor)","75 (10d10 + 20)","18","10","15","6","12","7","3 (700 XP)"
"Hook Horror Spore Servant","OotA","15 (natural armor)","75 (10d10 + 10)","18","10","15","2","6","1","3 (700 XP)"
"Horncaller","GGR","13 (hide armor)","39 (6d8 + 12)","13","12","14","10","14","13","1 (200 XP)"
"Horned Devil","MM","18 (natural armor)","178 (17d10 + 85)","22","17","21","12","16","17","11 (7,200 XP)"
"Howler","MPMM","16 (natural armor)","90 (12d10 + 24)","17","16","15","5","14","6","8 (3,900 XP)"
"Howling Hatred Initiate","PotA","13 (leather armor)","9 (2d8)","10","15","10","10","9","11","1/8 (25 XP)"
"Howling Hatred Priest","PotA","15 (studded leather)","45 (10d8)","12","16","10","14","10","14","2 (450 XP)"
"Huge Giant Crab","TftYP","15 (natural armor)","161 (14d12 + 70)","20","15","20","1","9","3","8 (3,900 XP)"
"Huge Gray Ooze","WDMM","8","152 (16d12 + 48)","18","6","16","1","6","2","8 (3,900 XP)"
"Huge Ochre Jelly","TftYP","8","51 (6d12 + 12)","15","6","14","2","6","1","2 (450 XP)"
"Huge Polar Bear","TftYP","12 (natural armor)","65 (5d12 + 15)","20","10","16","2","13","7","2 (450 XP)"
"Huge Stone Golem","SKT","17 (natural armor)","195 (17d12 + 85)","22","9","20","3","11","1","10 (5,900 XP)"
"Hulking Crab","SKT","17 (natural armor)","76 (8d12 + 24)","19","8","16","3","11","3","5 (1,800 XP)"
"Hulking Shadow","DSotDQ","14 (natural armor)","133 (14d10 + 56)","20","9","18","3","8","1","9 (5,000 XP)"
"Hundred-Handed One","MOT","15 (natural armor)","243 (18d12 + 126)","26","15","25","14","16","16","15 (13,000 XP)"
"Hungry Sorrowsworn","MPMM","17 (natural armor)","225 (30d8 + 90)","19","10","17","6","11","6","11 (7,200 XP)"
"Hunter Shark","MM","12 (natural armor)","45 (6d10 + 12)","18","13","15","1","10","4","2 (450 XP)"
"Hurricane","PotA","14","33 (6d8 + 6)","12","16","13","10","12","10","2 (450 XP)"
"Hutijin","MPMM","19 (natural armor)","200 (16d10 + 112)","27","15","25","23","19","25","21 (33,000 XP)"
"Hybrid Brute","GGR","18 (natural armor)","52 (8d8 + 16)","18","11","15","8","11","9","2 (450 XP)"
"Hybrid Flier","GGR","13","39 (6d8 + 12)","12","16","14","11","10","11","2 (450 XP)"
"Hybrid Poisoner","GGR","14","26 (4d8 + 8)","12","19","14","12","13","12","1 (200 XP)"
"Hybrid Shocker","GGR","12","39 (6d8 + 12)","13","14","14","10","12","9","1 (200 XP)"
"Hybrid Spy","GGR","13","22 (4d8 + 4)","11","17","12","13","14","9","1/2 (100 XP)"
"Hydra","MM","15 (natural armor)","172 (15d12 + 75)","20","12","20","2","10","7","8 (3,900 XP)"
"Hydroloth","MPMM","15","135 (18d8 + 54)","12","21","16","19","10","14","9 (5,000 XP)"
"Hyena","MM","11","5 (1d8 + 1)","11","13","12","2","12","5","0 (10 XP)"
"Hypnos Magen","IDRotF","12","34 (4d8 + 16)","10","14","18","14","10","7","1 (200 XP)"
"Hythonia","MOT","17 (natural armor)","199 (21d10 + 84)","21","17","19","14","16","18","17 (18,000 XP, or 36,000 XP as a mythic encounter)"
"Ice Devil","MM","18 (natural armor)","180 (19d10 + 76)","21","14","18","18","15","18","14 (11,500 XP)"
"Ice Mephit","MM","11","21 (6d6)","7","13","10","9","11","12","1/2 (100 XP)"
"Ice Piercer","IDRotF","15 (natural armor)","22 (3d8 + 9)","10","13","16","1","7","3","1/2 (100 XP)"
"Ice Spider","SKT","14 (natural armor)","26 (4d10 + 4)","14","16","12","2","11","4","1 (200 XP)"
"Ice Spider Queen","SKT","14 (natural armor)","44 (4d10 + 4)","14","16","12","2","11","4","2 (450 XP)"
"Ice Toad","RoT","12 (natural armor)","32 (5d8 + 10)","13","10","14","8","10","6","1 (200 XP)"
"Ice Troll","IDRotF","16 (natural armor)","115 (10d10 + 60)","18","8","22","7","9","7","8 (3,900 XP)"
